CUTOFF,POOL,LOANID,LIEN,ORIG BAL,CURR BAL,FOREBEAR_BAL,SRBAL,JRBAL,APPR VAL,PURCH PX,BPO DATE,BPO,BPO QS,BPO AGE,LTV(T),LTV(a),CLTV,SS FLAG,ORIG RATE,RATE,ORIG PMT,CURR PMT,ORIG DATE,FIRST DUE,PAID TO DATE,NEXT DUE,MAT DATE,OTERM,AGE,RTERM,ATERM,BALL FLAG,IO TERM,IO RTERM,IO FLAG,STATE,ZIP,CBSA,CBSA NAME,MARGIN,ARM_FLAG,FIRST_CAP,PERIODIC_CAP,LIFE_CAP,MAX_RATE,FLOOR_RATE,FIRST_RATE_CHANGE_DATE,FIRST_PI_CHANGE_DATE,MONTHS_TO_FIRST_ROL,NEXT_PI_CHG_DATE,ROLL_FREQ,ARM_LOOKBACK,PRODTYPE,LOAN_PURP,PROPTYPE,DOCTYPE,OCC,BK_FLAG,BK_TYPE,BK_DATE,FC_FLAG,FC_DATE,REO_FLAG,MOD_FLAG,MOD_AGE,STEP_RATE_LOAN,ORIG_FICO,CURR_FICO,CURR_FICO_DATE,BACK_RATIO,DQ,INDEX,PMTS1,PMTS3,PMTS6,PMTS12,MSLP,PAYSTRING,MI_PCT,MI_FLAG,MI_COMPANY,ESCROW_ADV,CORP_ADV,DQ_INT,STEP_DT_1,STEP_DT_2,STEP_DT_3,STEP_DT_4,STEP_DT_5,STEP_DT_6,STEP_DT_7,STEP_DT_8,STEP_DT_9,STEP_DT_10,STEP_RT_1,STEP_RT_2,STEP_RT_3,STEP_RT_4,STEP_RT_5,STEP_RT_6,STEP_RT_7,STEP_RT_8,STEP_RT_9,STEP_RT_10,PAL_BUCKET,RENTAL,RENTAL RATE,ALREADY RENTED?,TIME RENTED,FC STATUS,MAX FC DATE,MAX FC STAGE,TIME IN FC,TIME IN CURRENT STAGE,FC CREDIT,ACTIVE LOSS MIT,PAYHISTORY BUCKET,LOCATION,LISTED,PRA
08/31/2017,BAML $250MM Mixed - 2017.10,150347184,1,127120,223194.57,0,0,0,158900,158900,09/24/2017,195000,185250,0,114.4587538,114.4587538,114.4587538,N,0,2,950.55,723.12,09/14/2005,11/01/2005,05/01/2017,06/01/2017,07/01/2053,573,142,431,573,N,0,0,N,TX,78245,41700,San Antonio-New Braunfels TX,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,Single Family,Stated,Owner Occupied,N,0,,N,,N,Y,43,0,470,488,08/08/2017,,60,,,2,3,11,2,056789ABCCDEDDEFGHIJKLMNOPQRSTUVWXYZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ00000001000111112233111221211112011220112123,0,N,,0,75,1115.97285,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T1_H,0,0,,0,Inactive,,,0,0,0,0,60+,Suburban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,152902955,1,319000,282995.69,0,0,50000,543000,0,09/25/2017,619500,588525,0,45.68130589,45.68130589,53.75233091,Y,0,5.25,2069.03,1930.109985,11/17/2006,01/01/2007,05/01/2017,06/01/2017,12/01/2036,360,128,232,360,N,0,0,N,CA,92107,41740,San Diego-Carlsbad CA,0,N,0,0,0,0,0,,,,,0,,FIXED,Cash Out,PUD,Limited,Owner Occupied,N,0,,N,,N,Y,95,0,645,637,08/21/2017,,60,,,2,5,11,1,0000000000000000210111223456789AB000111111110000000111121111111111111111111111111111111111222222222222222222222222222222222222223,0,N,,0,270,3714.318431,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,158247977,1,344250,299117.98,0,0,0,400000,0,09/25/2017,415000,394250,0,72.07662169,72.07662169,72.07662169,N,0,4,1900.55,1392.630005,02/09/2007,04/01/2007,05/01/2017,06/01/2017,03/01/2051,528,125,403,528,N,48,0,N,CA,91722,31080,Los Angeles-Long Beach-Anaheim CA,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Cash Out,Single Family,Stated,Owner Occupied,N,0,,N,,N,Y,76,1,721,575,08/21/2017,,60,,,2,5,9,0,0000000000000000001122323456789ABCDEFFGHIJKLMNNOP10000000000000000000000000000000000000000000000000000000000000000011112222233,25,Y,RMIC,0,60,2991.1798,03/01/2018,,,,,,,,,,4.875,0,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,159705543,1,315250,266546.42,0,0,60000,395000,395000,09/25/2017,425000,403750,0,62.71680471,62.71680471,76.83445176,Y,0,2.25,1674.77,1391.29,04/01/2007,06/01/2007,05/01/2017,06/01/2017,04/01/2037,359,123,236,359,N,57,0,N,CA,91355,31080,Los Angeles-Long Beach-Anaheim CA,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,Condo,Limited,Owner Occupied,N,0,,N,,N,Y,64,0,716,618,08/21/2017,,60,,,2,3,9,1,0000000000000000000000000000000100000000000000011234434444500000000000000000000000000000000001000000111111111000000000012223,0,N,,0,0,1499.323613,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T2_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,160362970,1,344000,221668.26,0,0,43000,435000,430000,09/23/2017,339000,322050,0,65.38886726,65.38886726,78.07323304,Y,0,2,2146.11,730.4899902,04/03/2007,06/01/2007,05/01/2017,06/01/2017,09/01/2052,544,123,421,480,N,0,0,N,NYD,11757,35620,New York-Newark-Jersey City NY-NJ-PA,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Purchase,Single Family,Limited,Owner Occupied,N,0,,N,,N,Y,44,1,744,567,08/07/2017,,60,,,2,5,9,1,00000000000000011110122223456789010000001111123456789ABCDEFGHIIJ000000001234556000000000000100111223401122231000000112122223,0,N,,4087.55,60,1108.3413,12/01/2018,12/01/2019,12/01/2020,,,,,,,,3,4,4.25,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Suburban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,161132138,1,160000,133813.53,0,0,0,205000,202500,09/26/2017,262000,248900,0,51.07386641,51.07386641,51.07386641,N,0,5.375,998.19,915.9400024,04/26/2007,06/01/2007,05/01/2017,06/01/2017,05/01/2037,360,123,237,360,N,0,0,N,IN,47421,13260,Bedford IN,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,96,0,630,517,08/21/2017,,60,,,0,5,9,3,0000000000000011112222340123456663233300000000001120101010000000000000000000110001032122222000111121010100010010122010123,0,N,,0,30,1798.119309,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T2_L,0,0,,0,Inactive,,,0,0,0,0,60+,Rural,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,161769742,1,327000,274583.83,0,0,0,330000,327000,09/25/2017,315000,299250,0,87.16946984,87.16946984,87.16946984,N,0,4.75,1805.31,1790.369995,05/15/2007,07/01/2007,05/01/2017,06/01/2017,06/01/2037,360,122,238,360,N,120,0,N,NJ,8753,35620,New York-Newark-Jersey City NY-NJ-PA,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,91,0,621,583,08/22/2017,,60,,,2,4,10,2,000000000000001110001101223434410000112122341000111001110001122300000011111111121122222011221201101120121122221122221122123,20,Y,Triad,483.03,150,3260.682981,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,161949924,1,119900,81333.69,0,0,0,120000,119900,09/24/2017,141000,133950,0,57.68346809,57.68346809,57.68346809,N,0,5,777.67,444.6199951,05/17/2007,07/01/2007,05/01/2017,06/01/2017,02/01/2050,512,122,390,512,N,0,0,N,SC,29611,24860,Greenville-Anderson-Mauldin SC,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,89,1,591,540,08/24/2017,,60,,,2,5,11,0,0000000000000000122323456789AAABB121120012121110110111220120000121222233311000120122122323330112222211111111112222112222333,0,N,,0,150,1016.671125,02/01/2018,,,,,,,,,,5.125,0,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,162317474,1,119700,97345.28,0,0,0,171000,0,09/26/2017,108000,102600,0,90.13451852,90.13451852,90.13451852,N,0,4.875,816.56,503.5100098,05/25/2007,07/01/2007,05/01/2017,06/01/2017,03/01/2050,513,122,391,513,N,0,0,N,GA,30157,12060,Atlanta-Sandy Springs-Roswell GA,0,N,0,0,0,0,0,,,,,0,,FIXED,Cash Out,Single Family,Limited,Owner Occupied,N,0,,N,,N,Y,89,0,651,570,03/06/2010,,60,,,0,5,10,3,000000010010010010001000122323456000000112230000000101110110100110112012010111222012012012123012012001201201121231222010123,0,N,,0,15,1186.3956,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T2_L,0,0,,0,Inactive,,,0,0,0,0,60+,Suburban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,162417047,1,380000,151966.21,0,0,0,488000,0,09/24/2017,400000,380000,0,37.9915525,37.9915525,37.9915525,N,0,2,1407.44,602.5100098,06/08/2007,08/01/2007,05/01/2017,06/01/2017,08/01/2052,541,121,420,541,N,0,0,N,CA,94590,46700,Vallejo-Fairfield CA,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Rate Term,Single Family,Limited,Owner Occupied,N,0,,N,,N,Y,60,1,806,591,08/22/2017,,60,,,2,3,9,0,0000000000000000000000000000000000000000000000000123456789ABB0000000000000000000000000000000000000000000000000011210122333,0,N,,0,45,759.83105,08/01/2017,08/01/2018,,,,,,,,,3,3.5,0,0,0,0,0,0,0,0,SUB_T2_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,162990033,1,304796,248325.8,20000,0,0,325000,304796,09/24/2017,269000,255550,0,99.74936803,92.31442379,99.74936803,N,0,3,1650.98,1368.9,06/15/2007,08/01/2007,05/01/2017,06/01/2017,07/01/2037,360,121,239,360,Y,120,0,N,VA,22191,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,0,N,0,0,0,0,0,,,,,0,,FIXED - Balloon,Purchase,Condo,Full,Owner Occupied,N,0,,N,,N,Y,83,0,657,488,08/22/2017,,60,,,2,4,11,0,00000000010000001011100123456778656667000000000000000001000010000000001000000000000000001011001011122112222112112111112233,20,Y,PMI,0,75,1862.4435,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,162998522,1,85500,75381.38,0,0,0,143000,0,09/23/2017,167000,158650,0,45.1385509,45.1385509,45.1385509,N,0,8,627.37,627.37,06/28/2007,09/01/2007,05/01/2017,06/01/2017,08/01/2037,360,120,240,360,N,0,0,N,LA,70814,12940,Baton Rouge LA,0,N,0,0,0,0,0,,,,,0,,FIXED,Cash Out,Single Family,Full,Owner Occupied,N,0,,N,,N,N,0,0,513,497,08/28/2017,,60,,,1,5,10,1,JKLMNOOLGHHIGDBCAB89ABCDEFGHIFFFFFFG00001100000000112221100001111100001000012111223,0,N,,0,45,1507.6276,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T2_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,162998578,1,118000,99013.13,0,0,0,118000,118000,09/25/2017,125000,118750,0,79.210504,79.210504,79.210504,N,0,5,765.35,665.0800171,06/29/2007,08/01/2007,05/01/2017,06/01/2017,07/01/2037,360,121,239,360,N,0,0,N,SC,29304,43900,Spartanburg SC,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,89,0,669,510,08/23/2017,,60,,,2,4,10,1,00000000000000000000000012345676123001211234500000011000000000000000001111222222222321100000000000000111111111111111122223,20,Y,Triad,839.84,184.46,1237.664125,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Suburban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,163440391,1,158900,169757.58,0,0,0,265000,0,09/24/2017,196500,186675,0,86.39062595,86.39062595,86.39062595,N,0,4.625,1017.45,818.25,04/05/2007,06/01/2007,05/01/2017,06/01/2017,03/01/2052,538,123,415,480,N,0,0,N,MD,20743,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,0,N,0,0,0,0,0,,,,,0,,FIXED,Rate Term,PUD,Alt Doc,Owner Occupied,N,0,,N,,N,Y,65,0,629,522,08/21/2017,,60,,,1,5,10,1,000000000100000000000100012345556786789AB1123456789ABCDEDE001232300111100100111110000001200000000000000110000011101212111223,0,N,,0,60,1962.822019,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T2_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,164549783,1,335000,325622.93,0,0,0,460000,0,09/23/2017,380500,361475,0,85.57764258,85.57764258,85.57764258,N,0,3,1092.05,1455.189941,01/09/2007,03/01/2007,05/01/2017,06/01/2017,08/01/2051,534,126,408,534,N,0,0,N,CA,90805,31080,Los Angeles-Long Beach-Anaheim CA,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Cash Out,Single Family,Limited,Owner Occupied,N,0,,N,,N,Y,71,1,708,531,08/14/2017,,60,,,2,4,10,0,00000000000000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000010101211111111122333,0,N,,0,205,2442.171975,08/01/2017,08/01/2018,,,,,,,,,4,4.5,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,165706070,1,94000,79420.24,0,0,0,122000,0,08/31/2017,109857.4219,104364.5508,0,72.29392301,72.29392301,72.29392301,N,0,4.625,680.24,381.71,05/19/2007,07/01/2007,05/01/2017,06/01/2017,06/01/2052,540,122,418,480,N,0,0,N,PA,16404,32740,Meadville PA,0,N,0,0,0,0,0,,,,,0,,FIXED,Rate Term,Single Family,Alt Doc,Owner Occupied,N,0,,N,,N,Y,61,0,647,569,08/21/2017,,60,,,2,5,10,1,000010011120101101111111111000111111111121321200111112223456510100110110000100001000111100110000011201210001111122222222323,0,N,,0,912.44,918.296525,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Rural,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,166044993,1,200000,180588.47,0,0,8099,270000,269950,09/23/2017,278000,264100,0,64.95988129,64.95988129,67.87319065,Y,0,4.625,1135.48,0.01,06/28/2007,08/01/2007,06/01/2017,07/01/2017,07/01/2047,480,121,359,480,N,0,0,N,CA,91750,31080,Los Angeles-Long Beach-Anaheim CA,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,Condo,Full,Owner Occupied,Y,13,09/03/2014,N,,N,Y,59,0,629,606,09/25/2012,,BK-N,,,1,5,11,0,0000000000000000122344566789ABBCCDDEEFFGHIJKLMNOPQRSTUVWXYZZZPQR0000000001100000000000100000000000011010001001111111110122,0,N,,0,1276.79,1392.036123,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T2_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,166850275,1,248643,235118.16,0,0,0,285000,248643,09/24/2017,225000,213750,0,104.49696,104.49696,104.49696,N,0,6,1738.55,1663.45,10/11/2007,12/01/2007,05/01/2017,06/01/2017,11/01/2037,360,117,243,360,N,0,0,N,NV,89031,29820,Las Vegas-Henderson-Paradise NV,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,PUD,Full,Owner Occupied,N,0,,N,,N,Y,42,0,649,584,08/22/2017,,60,,,2,3,10,1,0000000000000000000000111000000000111111222333000011112222234445566678889990000000000000000001122222222111000000012223,35,Y,GE,1538.23,0,3526.7724,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T1_H,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,167712666,1,167700,172008.17,0,0,0,217000,0,09/26/2017,228000,216600,0,75.44217982,75.44217982,75.44217982,N,0,2,1059.98,640.5700073,05/22/2007,07/01/2007,05/01/2017,06/01/2017,02/01/2047,476,122,354,412,N,0,0,N,VA,22902,16820,Charlottesville VA,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Rate Term,Single Family,Limited,Owner Occupied,N,0,,N,,N,Y,59,1,694,518,08/01/2017,,60,,,2,6,10,0,0000000000100120000012345665677889A0012223456233456789ABCDEFGHH000000000000000000000111000000000000000000011101121223222233,0,N,,0,120,860.04085,10/01/2017,10/01/2018,,,,,,,,,3,3.5,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Suburban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,169622115,1,115000,116505.53,0,0,0,191000,191000,09/29/2017,190000,180500,0,61.3187,61.3187,61.3187,N,0,3,717.45,438.6600037,06/16/2007,08/01/2007,05/01/2017,06/01/2017,10/01/2053,555,121,434,555,N,0,0,N,WV,25425,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Cash Out,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,46,1,595,536,12/01/2009,,60,,,2,4,10,1,000000123330123456789ABCDEFGHIJKLMNOPQRSTUVWXYZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ00000000000000000000001110111111111111111112223,0,N,,373.3,112.2,873.791475,09/01/2017,10/01/2017,09/01/2018,10/01/2018,,,,,,,3,4,4,4.5,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Rural,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,170022647,1,368000,314603.16,0,0,0,460000,460000,09/25/2017,462000,438900,0,68.09592208,68.09592208,68.09592208,N,0,5,2797.07,2088.75,06/25/2007,08/01/2007,05/01/2017,06/01/2017,07/01/2037,360,121,239,360,N,0,0,N,CA,92882,40140,Riverside-San Bernardino-Ontario CA,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Cash Out,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,87,1,548,523,08/19/2017,,60,,,2,4,9,1,00001022121121223000002220123455561112112123001200120110012340012342121120000000000010100000010110000000001110011121222223,0,N,,0,75,3932.5395,04/01/2017,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,170193561,1,77600,85725.65,0,0,0,97000,97000,09/23/2017,25000,23750,0,342.9026,342.9026,342.9026,N,0,7.5,542.59,580.95,06/19/2007,08/01/2007,05/01/2017,06/01/2017,07/01/2051,528,121,407,503,N,0,0,N,MD,21229,12580,Baltimore-Columbia-Towson MD,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,Single Family,Limited,Investment Property,N,0,,N,,N,Y,42,0,678,573,08/12/2017,,60,,,2,5,10,0,00000000000000012234567890000000000001000000000000012345000000001234344445555550000000100000000001111211222211221222222233,0,N,,383.8,415,1607.355938,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T1_H,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,170329321,1,167000,144659.35,0,0,0,181000,181000,09/24/2017,224900,213655,0,64.32163184,64.32163184,64.32163184,N,0,7.75,1196.41,1196.41,07/26/2007,09/01/2007,05/01/2017,06/01/2017,08/01/2037,360,120,240,360,N,0,0,N,OH,43015,18140,Columbus OH,0,N,0,0,0,0,0,,,,,0,,FIXED,Rate Term,Single Family,Alt Doc,Owner Occupied,N,0,,N,,N,N,0,0,709,523,08/18/2017,,60,,,2,4,9,2,000000000000000000000000112234456789ABCDEFGBBBBBBBAAA9A988877645434200111112212111111111111111110000000000000000111012123,30,Y,MGIC,340.8,185,2802.774906,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Suburban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,171305256,1,148750,143138.28,0,0,0,175000,175000,09/23/2017,230000,218500,0,62.23403478,62.23403478,62.23403478,N,0,9.75,1233.97,1233.97,06/26/2007,08/01/2007,05/01/2017,06/01/2017,07/01/2047,480,121,359,480,N,0,0,N,UT,84118,41620,Salt Lake City UT,0,N,0,0,0,0,0,,,,,0,,FIXED,Cash Out,Single Family,Full,Owner Occupied,Y,13,04/06/2017,N,,N,N,0,0,506,603,04/11/2017,,BK-N,,,2,4,11,0,00000000000000000000000000000000000000000000000000000000000000000011100110111111111111001111111111111111111112000111122233,0,N,,244.15,1195,3488.995575,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,172016024,1,150000,131278.38,0,0,0,275000,0,09/26/2017,285000,270750,0,46.06258947,46.06258947,46.06258947,N,0,4.125,1261.29,809.25,07/20/2007,08/01/2007,05/01/2017,06/01/2017,07/01/2037,360,121,239,360,N,0,0,N,GA,30096,12060,Atlanta-Sandy Springs-Roswell GA,0,N,0,0,0,0,0,,,,,0,,FIXED,Cash Out,Single Family,Stated,Owner Occupied,N,0,,N,,N,Y,70,0,596,536,08/19/2017,,60,,,2,4,11,0,0000000000000000100000111111111111111111112343455500120001211100100000111112222212233211111111112222221111112112111112233,0,N,,0,240,1353.808294,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,172109763,1,456000,420606.76,0,0,85500,570000,570000,09/25/2017,550000,522500,0,76.47395636,76.47395636,92.01941091,Y,0,3,2707.5,2225.409912,07/18/2007,09/01/2007,05/01/2017,06/01/2017,04/01/2043,428,120,308,428,N,47,0,N,CA,90620,31080,Los Angeles-Long Beach-Anaheim CA,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Purchase,Single Family,Limited,Owner Occupied,N,0,,N,,N,Y,73,1,685,602,08/09/2017,,60,,,2,4,9,0,000000000000000000000000000000123233456789ABCDD00000000000000000000111110000000000000000000000000000000000000000001222333,0,N,,622.28,0,3154.5507,07/01/2017,07/01/2018,,,,,,,,,4,4.5,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,172196887,1,256000,172595.33,0,0,0,338000,0,09/25/2017,312420,296799,0,55.24464823,55.24464823,55.24464823,N,0,2,1493.33,569.87,07/30/2007,09/01/2007,05/01/2017,06/01/2017,07/01/2052,539,120,419,484,N,92,0,N,MD,21122,12580,Baltimore-Columbia-Towson MD,0,N,0,0,0,0,0,,,,,0,,FIXED,Cash Out,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,28,0,631,460,08/02/2017,,60,,,2,4,10,0,00000101110111211112223455667822344456776678789AABCDEEE000011012222312012012011201234567899A01112220011110111111111222333,0,N,,0,180,862.97665,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,172690843,1,178500,152615.78,0,0,0,301000,0,09/23/2017,305000,289750,0,50.03796066,50.03796066,50.03796066,N,0,2,1128.24,507.769989,08/22/2007,10/01/2007,05/01/2017,06/01/2017,12/01/2052,543,119,424,543,N,0,0,N,OR,97405,21660,Eugene OR,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Cash Out,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,56,1,651,549,08/01/2017,,60,,,2,5,10,1,000000000000000000000000000000000000000000012300000000012345667000000001011011000101101010100100000111111111122222222223,0,N,,0,105,763.0789,12/01/2017,12/01/2018,,,,,,,,,3,3.25,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Suburban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,173175786,1,50000,55890.68,0,0,0,94000,0,09/25/2017,69000,65550,0,81.00098551,81.00098551,81.00098551,N,0,8.875,397.83,434.22,07/20/2007,09/01/2007,05/01/2017,06/01/2017,09/01/2051,529,120,409,480,N,0,0,N,PA,19061,37980,Philadelphia-Camden-Wilmington PA-NJ-DE-MD,0,N,0,0,0,0,0,,,,,0,,FIXED,Cash Out,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,71,0,517,553,08/23/2017,,60,,,2,5,10,1,000000000111111222333456789ABCD9ABBCCCCCCCDEEEF000100011111111211212211111101111111111111111100101111111111122222222223,0,N,,348.2,930,1240.074463,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Urban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,173821070,1,245000,245413.36,0,0,0,365000,0,09/24/2017,197000,187150,0,124.5753096,124.5753096,124.5753096,N,0,5.375,1612.27,1336.23999,10/10/2007,12/01/2007,05/01/2017,06/01/2017,08/01/2049,501,117,384,480,N,0,0,N,MD,20623,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,0,N,0,0,0,0,0,,,,,0,,FIXED,Cash Out,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,96,0,613,574,08/01/2017,,60,,,2,5,9,1,0000000001123456789AB0000111111111111111011100000000000000000000000000000000000000100000000000000000000000120122222223,0,N,,0,45,3297.742025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T1_H,0,0,,0,Inactive,,,0,0,0,0,60+,Suburban,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,174216536,1,240750,220902.32,0,0,0,275000,267500,09/23/2017,419500,398525,0,52.65847914,52.65847914,52.65847914,N,0,5,1541.55,1130.31,10/25/2007,12/01/2007,05/01/2017,06/01/2017,12/01/2051,529,117,412,480,N,0,0,N,CO,80401,19740,Denver-Aurora-Lakewood CO,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,68,0,746,559,08/22/2017,,60,,,2,4,10,1,0000000000000000000000000000000000000011121122233000000000001111100011000011100000000110000010010110001011011011112323,17,Y,PMI,0,75,2761.279,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,60+,Suburban,N,0
